id,game_id,points,stillborn,survived,declared_equivalent,points_until_equivalent,llm_or_human,opponent_llm_or_human,seconds_since_gamestart,cut,mutated_lines,number_mutated_lines,number_of_messages,author_nickname,author_age,author_degree,author_semester,author_java_experience,author_junit_experience,author_correct_question,opponent_nickname,opponent_age,opponent_degree,opponent_semester,opponent_java_experience,opponent_junit_experience,opponent_correct_question,experiment_round,author_opinion_judged_programming_skill,author_opinion_judged_original,author_opinion_challenged,author_opinion_fun,author_opinion_human_or_ai,opponent_opinion_judged_programming_skill,opponent_opinion_judged_original,opponent_opinion_challenged,opponent_opinion_fun,opponent_opinion_human_or_ai,human_tests_survived,human_tests_killed_by,llm_tests_survived,llm_tests_killed_by,existing_tests_survived,existing_tests_killed_by,future_tests_survived,future_tests_killed_by
l2292,198,9,NO,YES,NO,,LLM,LLM,309,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,709,0,0,0,8,0
l2293,198,0,YES,NO,NO,,LLM,LLM,335,ByteVector,48,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,73,305,1,1,4,9
l2298,198,1,NO,NO,NO,,LLM,LLM,369,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,31,7,346,363,0,0,4,4
l2304,198,0,YES,NO,NO,,LLM,LLM,426,ByteVector,49,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,22,16,20,358,0,2,0,13
l2309,198,0,YES,NO,NO,,LLM,LLM,474,ByteVector,"185,186,191,193,208,209,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,1,1,2,4
l2313,198,2,NO,NO,NO,,LLM,LLM,516,ByteVector,"243,245",2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,116,54,0,0,2,1
l2319,198,0,YES,NO,NO,,LLM,LLM,577,ByteVector,244,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,25,145,0,2,0,1
l2326,198,5,NO,NO,NO,,LLM,LLM,639,ByteVector,"181,185,186,191,193,199,208,209,210,211,212,215",12,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,32,6,303,406,4,0,0,4
l2330,198,0,YES,NO,NO,,LLM,LLM,670,ByteVector,"185,191,193,199,208,210",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,32,3,242,467,2,2,0,4
l2331,198,0,YES,NO,NO,,LLM,LLM,697,ByteVector,48,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,73,305,2,3,3,7
l2334,198,0,YES,NO,NO,,LLM,LLM,728,ByteVector,68,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,30,58,1,1,0,0
l2337,198,0,YES,NO,NO,,LLM,LLM,756,ByteVector,"46,48",2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,71,307,2,5,2,6
l2340,198,0,YES,NO,NO,,LLM,LLM,788,ByteVector,"45,46,49",3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,32,346,0,8,0,7
l2345,198,0,YES,NO,YES,7.0,LLM,LLM,831,ByteVector,46,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,80,0,6,0,5,0
l2351,198,0,YES,NO,NO,,LLM,LLM,903,ByteVector,"126,127,128,130",4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,41,64,2,1,0,0
l2354,198,0,YES,NO,NO,,LLM,LLM,930,ByteVector,257,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,18,44,578,233,16,2,0,3
l2358,198,0,YES,NO,NO,,LLM,LLM,964,ByteVector,"185,191,193,200,208,210",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,242,467,2,4,0,2
l2361,198,0,YES,NO,NO,,LLM,LLM,992,ByteVector,"83,86,88",3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,40,69,1,1,0,0
l2365,198,0,YES,NO,NO,,LLM,LLM,1047,ByteVector,"185,191,193,194,208,210,211,212",8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,308,401,3,4,0,1
l2367,198,9,NO,YES,NO,,LLM,LLM,1098,ByteVector,"182,185,191,193,208,210",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,30,8,590,119,8,0,0,0
l2258,199,1,NO,NO,NO,,LLM,LLM,38,ByteVector,"185,186,191,193,208,209,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,0,0,6,4
l2262,199,1,NO,NO,NO,,LLM,LLM,68,ByteVector,"185,186,191,193,208,209,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,0,0,6,4
l2266,199,1,NO,NO,NO,,LLM,LLM,98,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,265,444,0,0,6,4
l2269,199,0,YES,NO,NO,,LLM,LLM,126,ByteVector,"45,46,49",3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,32,346,1,1,0,1
l2275,199,0,YES,NO,YES,10.0,LLM,LLM,173,ByteVector,"185,191,193,208,210",5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,663,46,0,0,10,0
l2279,199,1,NO,NO,NO,,LLM,LLM,202,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,114,595,0,0,2,8
l2284,199,1,NO,NO,NO,,LLM,LLM,249,ByteVector,"185,191,193,208,210,222",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,114,595,0,0,2,8
l2289,199,0,YES,NO,YES,10.0,LLM,LLM,293,ByteVector,"181,185,191,193,199,208,210,211,212,215",10,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,709,0,0,0,10,0
l2295,199,2,NO,NO,NO,,LLM,LLM,339,ByteVector,"182,185,191,193,208,210",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,30,8,590,119,0,0,9,1
l2299,199,2,NO,NO,NO,,LLM,LLM,383,ByteVector,"181,182,185,191,193,199,208,210,211,212,215",11,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,30,8,590,119,0,0,9,1
l2303,199,3,NO,NO,NO,,LLM,LLM,413,ByteVector,"185,191,193,194,195,197,208,210,214,215,216",11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,197,512,0,0,4,6
l2307,199,5,NO,NO,NO,,LLM,LLM,444,ByteVector,"182,185,191,193,200,208,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,4,457,252,1,0,8,1
l2310,199,5,NO,NO,NO,,LLM,LLM,474,ByteVector,"185,191,193,200,208,210",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,242,467,2,0,4,4
l2315,199,5,NO,NO,NO,,LLM,LLM,520,ByteVector,"185,191,193,200,208,210",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,242,467,4,0,2,4
l2318,199,8,NO,NO,NO,,LLM,LLM,562,ByteVector,"185,191,193,208,210,216",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,643,66,5,0,4,1
l2322,199,7,NO,NO,NO,,LLM,LLM,608,ByteVector,"185,191,193,208,210,219",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,389,320,6,0,0,4
l2325,199,5,NO,YES,NO,,LLM,LLM,635,ByteVector,238,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,167,3,2,0,2,0
l2329,199,0,YES,NO,NO,,LLM,LLM,669,ByteVector,"182,185,191,193,200,208,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,123,586,4,2,1,3
l2332,199,0,YES,NO,NO,,LLM,LLM,712,ByteVector,"182,185,191,193,200,208,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,123,586,4,2,1,3
l2336,199,11,NO,NO,NO,10.0,LLM,LLM,743,ByteVector,"185,191,193,208,210",5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,698,11,6,0,4,0
l2341,199,0,YES,NO,YES,10.0,LLM,LLM,790,ByteVector,"185,191,193,208,210,219",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,709,0,6,0,4,0
l2344,199,0,YES,NO,YES,10.0,LLM,LLM,824,ByteVector,"185,191,193,208,210",5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,663,46,6,0,4,0
l2348,199,8,NO,NO,NO,,LLM,LLM,872,ByteVector,"185,191,193,208,210,217",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,372,337,7,0,0,3
l2350,199,0,YES,NO,NO,,LLM,LLM,899,ByteVector,244,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,25,145,0,4,0,0
l2356,199,0,YES,NO,NO,,LLM,LLM,946,ByteVector,"243,245",2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,116,54,3,1,0,0
l2362,199,5,NO,YES,NO,,LLM,LLM,1010,ByteVector,244,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,106,64,4,0,0,0
l2364,199,0,YES,NO,NO,,LLM,LLM,1045,ByteVector,"185,191,193,208,210,219",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,231,478,4,4,0,2
l2255,200,0,YES,NO,YES,10.0,LLM,LLM,24,ByteVector,"185,191,193,208,210",5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,698,11,0,0,14,0
l2260,200,8,NO,NO,NO,,LLM,LLM,54,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,401,308,0,0,11,3
l2265,200,5,NO,NO,NO,,LLM,LLM,98,ByteVector,"185,191,193,194,208,210",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,326,383,0,0,10,4
l2270,200,0,YES,NO,NO,,LLM,LLM,126,ByteVector,48,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,78,300,0,3,0,3
l2273,200,2,NO,NO,NO,,LLM,LLM,158,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,114,595,0,0,5,9
l2277,200,8,NO,NO,NO,,LLM,LLM,188,ByteVector,"185,191,193,208,210,216",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,372,337,0,0,10,4
l2280,200,0,YES,NO,NO,,LLM,LLM,216,ByteVector,"82,83,84,86,88",5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,46,63,1,1,1,0
l2283,200,0,YES,NO,NO,,LLM,LLM,246,ByteVector,"123,129",2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,34,71,1,1,1,0
l2286,200,0,YES,NO,NO,,LLM,LLM,277,ByteVector,"153,154,155,157",4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,33,58,0,1,1,0
l2290,200,0,YES,NO,NO,,LLM,LLM,306,ByteVector,"148,149,150,152,153,154,156,157",8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,33,58,1,1,0,0
l2296,200,3,NO,NO,NO,,LLM,LLM,352,ByteVector,"185,191,193,199,200,208,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,242,467,0,0,8,6
l2300,200,2,NO,NO,NO,,LLM,LLM,383,ByteVector,"185,186,191,193,208,209,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,0,0,9,5
l2302,200,4,NO,NO,NO,,LLM,LLM,413,ByteVector,"185,191,193,208,210,219",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,231,478,0,0,9,5
l2306,200,3,NO,NO,NO,,LLM,LLM,444,ByteVector,"185,191,193,194,195,197,208,210",8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,32,3,441,268,0,0,10,4
l2311,200,0,YES,NO,YES,10.0,LLM,LLM,474,ByteVector,"185,191,193,208,210,219",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,709,0,1,0,13,0
l2314,200,0,YES,NO,NO,,LLM,LLM,520,ByteVector,"182,185,191,193,208,210",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,30,8,590,119,2,1,8,3
l2317,200,0,YES,NO,NO,,LLM,LLM,559,ByteVector,"185,186,191,193,208,209,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,3,1,6,4
l2321,200,0,YES,NO,YES,10.0,LLM,LLM,589,ByteVector,"182,185,191,193,200,208,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,707,2,5,0,8,1
l2323,200,0,YES,NO,NO,,LLM,LLM,617,ByteVector,"185,191,193,200,208,210",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,242,467,4,2,4,4
l2327,200,0,YES,NO,NO,,LLM,LLM,648,ByteVector,"185,186,191,193,208,209,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,6,1,3,4
l2333,200,0,YES,NO,NO,,LLM,LLM,724,ByteVector,"185,191,193,196,208,210,215",7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,327,382,5,2,3,4
l2339,200,0,YES,NO,NO,,LLM,LLM,785,ByteVector,"185,191,193,208,210,222",6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,114,595,4,3,1,6
l2342,200,0,YES,NO,NO,,LLM,LLM,813,ByteVector,"185,186,191,193,194,195,197,208,209,210,211,212,215",13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,191,518,3,4,3,4
l2346,200,0,YES,NO,NO,,LLM,LLM,843,ByteVector,"185,191,193,208,210,216",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,372,337,7,1,3,3
l2349,200,0,YES,NO,NO,,LLM,LLM,874,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,265,444,5,3,2,4
l2353,200,0,YES,NO,NO,,LLM,LLM,922,ByteVector,"181,182,185,186,191,192,193,194,196,199,208,209,210,211,212,213,215,216",18,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,32,6,303,406,6,2,3,3
l2357,200,0,YES,NO,NO,,LLM,LLM,952,ByteVector,"182,185,191,193,200,208,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,123,586,4,4,0,6
l2359,200,10,NO,NO,NO,10.0,LLM,LLM,981,ByteVector,"185,191,193,208,210",5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,663,46,8,0,5,1
l2363,200,0,YES,NO,NO,,LLM,LLM,1029,ByteVector,"185,186,191,193,208,209,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,6,3,3,2
l2257,201,3,NO,NO,NO,,LLM,LLM,25,ByteVector,"181,182,185,191,193,199,200,208,210",9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,242,467,0,0,8,5
l2259,201,0,YES,NO,YES,10.0,LLM,LLM,53,ByteVector,"185,186,191,193,208,209,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,709,0,0,0,13,0
l2263,201,3,NO,NO,NO,,LLM,LLM,83,ByteVector,"185,191,193,194,195,197,208,210,214,215,216",11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,197,512,0,0,4,9
l2267,201,0,YES,NO,NO,,LLM,LLM,108,ByteVector,48,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,73,305,0,2,1,2
l2272,201,2,NO,NO,NO,,LLM,LLM,158,ByteVector,"185,191,193,208,210,222",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,114,595,0,0,7,6
l2276,201,0,YES,NO,YES,10.0,LLM,LLM,187,ByteVector,"185,191,193,208,210",5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,698,11,0,0,13,0
l2281,201,2,NO,NO,NO,,LLM,LLM,218,ByteVector,"185,186,191,193,208,209,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,0,0,9,4
l2285,201,2,NO,NO,NO,,LLM,LLM,249,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,265,444,0,0,8,5
l2288,201,2,NO,NO,NO,,LLM,LLM,279,ByteVector,"182,185,186,191,193,200,208,209,210",9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,127,582,0,0,6,7
l2291,201,4,NO,NO,NO,,LLM,LLM,309,ByteVector,"185,191,193,208,210,215",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,437,272,0,0,10,3
l2294,201,1,NO,NO,NO,,LLM,LLM,339,ByteVector,"181,182,185,191,193,199,208,210,219",9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,24,14,84,625,0,0,5,8
l2297,201,3,NO,NO,NO,,LLM,LLM,369,ByteVector,"185,191,193,199,200,208,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,242,467,0,0,8,5
l2301,201,2,NO,NO,NO,,LLM,LLM,396,ByteVector,123,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,42,10,1,0,0,1
l2305,201,0,YES,NO,NO,,LLM,LLM,427,ByteVector,"126,127,128,130",4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,41,64,1,1,1,0
l2308,201,3,NO,YES,NO,,LLM,LLM,457,ByteVector,"154,156",2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,46,45,2,0,0,0
l2312,201,3,NO,NO,NO,,LLM,LLM,489,ByteVector,"185,191,193,199,208,210,219",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,203,506,1,0,5,7
l2316,201,0,YES,NO,NO,,LLM,LLM,522,ByteVector,"147,152",2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,33,58,1,1,0,0
l2320,201,0,YES,NO,NO,,LLM,LLM,578,ByteVector,"181,182,185,191,193,199,200,208,210",9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,123,586,2,2,5,4
l2324,201,0,YES,NO,NO,,LLM,LLM,625,ByteVector,"185,186,191,193,208,209,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,4,1,5,3
l2328,201,2,NO,NO,NO,,LLM,LLM,668,ByteVector,"243,245",2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,116,54,0,0,2,1
l2335,201,0,YES,NO,NO,,LLM,LLM,730,ByteVector,244,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,108,62,0,1,2,0
l2338,201,0,YES,NO,NO,,LLM,LLM,776,ByteVector,"185,186,191,193,208,209,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,7,1,2,3
l2343,201,0,YES,NO,NO,,LLM,LLM,822,ByteVector,"182,185,191,193,200,208,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,123,586,5,3,2,3
l2347,201,0,YES,NO,NO,,LLM,LLM,853,ByteVector,"181,182,185,186,191,193,199,208,209,210,219",11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,22,16,41,668,3,5,0,5
l2352,201,10,NO,NO,NO,10.0,LLM,LLM,903,ByteVector,"185,191,193,208,210,219,223",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,31,7,605,104,8,0,4,1
l2355,201,9,NO,NO,NO,,LLM,LLM,936,ByteVector,"185,191,193,208,210",5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,663,46,8,0,3,2
l2360,201,0,YES,NO,NO,,LLM,LLM,986,ByteVector,"185,191,193,208,210,219",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,546,163,8,1,4,0
l2366,201,0,YES,NO,NO,,LLM,LLM,1072,ByteVector,"185,191,193,208,210,223",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,32,6,307,402,8,5,0,0
l2389,206,2,NO,NO,NO,,LLM,LLM,23,ByteVector,"185,191,193,208,210,219",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,389,320,0,0,16,2
l2394,206,2,NO,NO,NO,,LLM,LLM,53,ByteVector,"185,191,193,208,210,219",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,203,506,0,0,10,8
l2395,206,1,NO,NO,NO,,LLM,LLM,82,ByteVector,"185,186,191,193,208,209,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,0,0,11,7
l2400,206,0,YES,NO,NO,,LLM,LLM,108,ByteVector,48,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,73,305,0,2,2,3
l2405,206,2,NO,NO,NO,,LLM,LLM,142,ByteVector,"185,191,193,208,210,216",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,372,337,0,0,16,2
l2411,206,2,NO,NO,NO,,LLM,LLM,189,ByteVector,"185,191,193,200,208,210",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,242,467,0,0,14,4
l2416,206,8,NO,NO,NO,,LLM,LLM,232,ByteVector,"181,185,191,193,194,199,208,210,211,212,214,215",12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,311,398,0,0,14,4
l2418,206,2,NO,NO,NO,,LLM,LLM,259,ByteVector,123,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,42,10,1,0,0,1
l2422,206,2,NO,NO,NO,,LLM,LLM,289,ByteVector,123,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,42,10,1,0,0,1
l2429,206,0,YES,NO,YES,10.0,LLM,LLM,323,ByteVector,"185,191,193,208,210",5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,705,4,0,0,18,0
l2432,206,2,NO,NO,NO,,LLM,LLM,354,ByteVector,"185,191,193,208,210,223",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,144,565,1,0,10,7
l2435,206,0,YES,NO,NO,,LLM,LLM,380,ByteVector,"126,128",2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,42,63,1,1,2,1
l2439,206,11,NO,NO,NO,10.0,LLM,LLM,414,ByteVector,"185,191,193,208,210,223",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,696,13,1,0,16,1
l2444,206,11,NO,NO,NO,10.0,LLM,LLM,443,ByteVector,"182,185,191,193,200,208,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,707,2,1,0,16,1
l2448,206,0,YES,NO,NO,,LLM,LLM,475,ByteVector,"182,185,191,193,200,208,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,4,457,252,1,1,13,3
l2449,206,0,YES,NO,NO,,LLM,LLM,501,ByteVector,"126,127,128,130",4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,41,64,1,1,2,1
l2454,206,0,YES,NO,NO,,LLM,LLM,534,ByteVector,"185,191,193,208,210,219,222",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,18,20,536,173,1,1,9,7
l2456,206,0,YES,NO,NO,,LLM,LLM,565,ByteVector,"185,191,193,200,208,210",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,242,467,1,1,13,3
l2460,206,0,YES,NO,NO,,LLM,LLM,594,ByteVector,"185,191,193,208,210,219",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,231,478,1,1,11,5
l2467,206,4,NO,NO,NO,,LLM,LLM,651,ByteVector,"182,185,191,193,208,210",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,30,8,590,119,2,0,12,4
l2472,206,0,YES,NO,NO,,LLM,LLM,701,ByteVector,"185,191,193,208,210,219",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,401,308,1,1,12,4
l2475,206,0,YES,NO,NO,,LLM,LLM,733,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,114,595,0,2,7,9
l2480,206,0,YES,NO,NO,,LLM,LLM,780,ByteVector,"185,186,191,193,208,209,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,0,2,11,5
l2482,206,0,YES,NO,NO,,LLM,LLM,817,ByteVector,"185,191,193,208,210,222",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,114,595,0,3,7,8
l2484,206,0,YES,NO,YES,10.0,LLM,LLM,846,ByteVector,"185,191,193,208,210,219",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,709,0,3,0,15,0
l2489,206,0,YES,NO,YES,10.0,LLM,LLM,893,ByteVector,"181,185,191,193,199,208,210,211,212,215",10,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,709,0,3,0,15,0
l2493,206,0,YES,NO,NO,,LLM,LLM,961,ByteVector,129,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,41,64,1,1,2,1
l2497,206,0,YES,NO,NO,,LLM,LLM,995,ByteVector,"181,182,185,191,193,199,200,208,210",9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,123,586,2,1,8,7
l2502,206,0,YES,NO,YES,,LLM,LLM,1040,ByteVector,123,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,52,0,1,0,1,0
l2504,206,0,YES,NO,NO,,LLM,LLM,1088,ByteVector,"185,186,191,193,208,209,210",7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,300,409,1,2,10,5
l2510,206,0,YES,NO,YES,10.0,LLM,LLM,1148,ByteVector,"185,191,193,208,209,210",6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,645,64,3,0,15,0
l2516,206,0,YES,NO,NO,,LLM,LLM,1190,ByteVector,129,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,41,64,1,1,2,1
l2521,206,0,YES,NO,NO,,LLM,LLM,1226,ByteVector,"185,191,193,208,210,223",6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,166,543,1,2,10,5
l2529,206,0,YES,NO,NO,,LLM,LLM,1311,ByteVector,129,1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,41,64,1,1,2,1
l2536,206,0,YES,NO,NO,,LLM,LLM,1350,ByteVector,"128,130",2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,41,64,1,2,2,0
l2540,206,0,YES,NO,NO,,LLM,LLM,1389,ByteVector,"153,154,155,157",4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,33,58,1,1,1,1
l2545,206,11,NO,NO,NO,10.0,LLM,LLM,1442,ByteVector,"185,191,193,208,210",5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,698,11,3,0,14,1
l2550,206,0,YES,NO,NO,,LLM,LLM,1473,ByteVector,"182,185,191,193,200,208,210",7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,123,586,2,2,8,6
l2555,206,8,NO,NO,NO,,LLM,LLM,1539,ByteVector,"185,191,193,194,208,210",6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,326,383,6,0,11,1
l2561,206,0,YES,NO,NO,,LLM,LLM,1576,ByteVector,"185,191,193,194,195,197,208,210,214,215,216,218",12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,191,518,4,3,6,5
l2566,206,11,NO,NO,NO,10.0,LLM,LLM,1631,ByteVector,"182,185,186,191,193,208,209,210",8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,34,4,649,60,9,0,8,1
